Species	te	present_in
D.mel.RAL176.fa	OSV	49
D.mel.RAL176.fa	ROOA_LTR	48
D.mel.RAL176.fa	G4_DM	49
D.mel.RAL176.fa	FW2	49
D.mel.RAL176.fa	BS4	49
D.mel.RAL176.fa	DM33463	49
D.mel.RAL176.fa	TC3	49
D.mel.RAL176.fa	DMIS297	49
D.mel.RAL176.fa	DMLINEJA	49
D.mel.RAL176.fa	TABOR	49
D.mel.RAL176.fa	ROXELEMENT	49
D.mel.RAL176.fa	GYPSY12	49
D.mel.RAL176.fa	DMBARI1	49
D.mel.RAL176.fa	OPUS	49
D.mel.RAL176.fa	BS	49
D.mel.RAL176.fa	DME278684	49
D.mel.RAL176.fa	INE1	49
D.mel.RAL176.fa	TC1-2	49
D.mel.RAL176.fa	AF541951	49
D.mel.RAL176.fa	JOCKEY2	49
D.mel.RAL176.fa	DM06920	49
D.mel.RAL176.fa	STALKER3	49
D.mel.RAL176.fa	DMRER2DM	49
D.mel.RAL176.fa	DMRER1DM	49
D.mel.RAL177.fa	TAHRE	49
D.mel.RAL177.fa	DM06920	49
D.mel.RAL177.fa	SPRINGER	49
D.mel.RAL177.fa	AF222049	49
D.mel.RAL177.fa	DMBLPP	49
D.mel.RAL177.fa	G2	49
D.mel.RAL177.fa	Beagle2	49
D.mel.RAL177.fa	GTWIN	49
D.mel.RAL177.fa	ROVER	49
D.mel.RAL177.fa	STALKER3	49
D.mel.RAL177.fa	G6_DM	49
D.mel.RAL177.fa	INVADER5	48
D.mel.RAL177.fa	TRANSIB3	49
D.mel.RAL177.fa	TC1	49
D.mel.RAL177.fa	MARINER2	49
D.mel.RAL177.fa	DM88	49
D.mel.RAL177.fa	BAGGINS	49
D.mel.RAL177.fa	HELITRON1_DM	49
D.mel.RAL177.fa	INVADER3	49
D.mel.RAL177.fa	CIRC	49
D.mel.RAL177.fa	DMREPG	49
D.mel.RAL177.fa	DMAURA	49
D.mel.RAL177.fa	INVADER	49
D.mel.RAL177.fa	ACCORD	49
D.mel.RAL177.fa	DME010298	49
D.mel.RAL177.fa	DMBARI1	49
D.mel.RAL177.fa	DMMDG3	49
D.mel.RAL177.fa	DM23420	49
D.mel.RAL177.fa	F	49
D.mel.RAL177.fa	RT1B	49
D.mel.RAL177.fa	QUASIMODO	49
D.mel.RAL177.fa	DMLINEJA	49
D.mel.RAL177.fa	FROGGER	49
D.mel.RAL177.fa	DOC5	49
D.mel.RAL177.fa	Q	5
D.mel.RAL177.fa	DMZAM	47
D.mel.RAL177.fa	DMDM11	49
D.mel.RAL177.fa	DMTN1731	49
D.mel.RAL177.fa	DIVER2	49
D.mel.RAL177.fa	FW3	49
D.mel.RAL177.fa	BLOOD	49
D.mel.RAL177.fa	GYPSY8	42
D.mel.RAL177.fa	GYPSY7	48
D.mel.RAL177.fa	G7	48
D.mel.RAL177.fa	GYPSY10	49
D.mel.RAL177.fa	QBERT	48
D.mel.RAL177.fa	G5_DM	49
D.mel.RAL177.fa	GYPSY3	47
D.mel.RAL177.fa	ROXELEMENT	49
D.mel.RAL177.fa	GYPSY12	49
D.mel.RAL177.fa	INVADER6	49
D.mel.RAL177.fa	LOOPER1_DM	48
D.mel.RAL177.fa	JUAN	49
D.mel.RAL177.fa	TRANSIB2	49
D.mel.RAL177.fa	DMCOPIA	49
D.mel.RAL177.fa	OPUS	49
D.mel.RAL177.fa	DMIS297	49
D.mel.RAL177.fa	DMTNFB	49
D.mel.RAL177.fa	Beagle	49
D.mel.RAL177.fa	DMIFACA	49
D.mel.RAL177.fa	Tinker	49
D.mel.RAL177.fa	IVK	49
D.mel.RAL177.fa	DMTRDNA	49
D.mel.RAL177.fa	AY561850	33
D.mel.RAL177.fa	TARTC	35
D.mel.RAL177.fa	DMU89994	49
D.mel.RAL177.fa	FB	13
D.mel.RAL177.fa	DM_ROO	49
D.mel.RAL177.fa	DMRTMGD1	49
D.mel.RAL177.fa	HOPPER2	49
D.mel.RAL177.fa	PPI251	28
D.mel.RAL177.fa	TIRANT	42
D.mel.RAL177.fa	DM33463	49
D.mel.RAL177.fa	HEL	49
D.mel.RAL177.fa	GYPSY9	25
D.mel.RAL177.fa	TRANSIB1	49
D.mel.RAL177.fa	DMPOGOR11	49
D.mel.RAL177.fa	G3	48
D.mel.RAL177.fa	R1-2	49
D.mel.RAL177.fa	DME487856	49
D.mel.RAL177.fa	INVADER4	49
D.mel.RAL177.fa	RT1C	49
D.mel.RAL177.fa	S2	49
D.mel.RAL177.fa	G5A	49
D.mel.RAL177.fa	STALKER2	49
D.mel.RAL177.fa	STALKER4	49
D.mel.RAL177.fa	DMGYPF1A	49
D.mel.RAL177.fa	GYPSY2	48
D.mel.RAL177.fa	GYPSY4	49
D.mel.RAL177.fa	DOC2	49
D.mel.RAL177.fa	DMTOM1_LTR	49
D.mel.RAL177.fa	BS3	49
D.mel.RAL177.fa	GYPSY5	45
D.mel.RAL177.fa	DMCR1A	49
D.mel.RAL177.fa	1360	49
D.mel.RAL177.fa	TRANSIB4	49
D.mel.RAL177.fa	DOC3	49
D.mel.RAL177.fa	GYPSY6	49
D.mel.RAL177.fa	DOC4	49
D.mel.RAL177.fa	GYPSY11	48
D.mel.RAL177.fa	OSV	49
D.mel.RAL177.fa	INVADER2	49
D.mel.RAL177.fa	ROOA_LTR	48
D.mel.RAL177.fa	G4_DM	49
D.mel.RAL177.fa	McCLINTOCK	49
D.mel.RAL177.fa	FW2	49
D.mel.RAL177.fa	BS4	49
D.mel.RAL177.fa	TC3	49
D.mel.RAL177.fa	DMTHB1	49
D.mel.RAL177.fa	DME9736	49
D.mel.RAL177.fa	DMIS176	49
D.mel.RAL177.fa	TABOR	49
D.mel.RAL177.fa	DME278684	49
D.mel.RAL177.fa	STALKER	47
D.mel.RAL177.fa	412	49
D.mel.RAL177.fa	DMHFL1	41
D.mel.RAL177.fa	BS	49
D.mel.RAL177.fa	DMW1DOC	49
D.mel.RAL177.fa	INE1	49
D.mel.RAL177.fa	AF541951	49
D.mel.RAL177.fa	JOCKEY2	49
D.mel.RAL177.fa	DM14101	28
D.mel.RAL177.fa	TC1-2	49
D.mel.RAL177.fa	DMRER2DM	49
D.mel.RAL177.fa	DMRER1DM	49
D.mel.RAL375.fa	DM06920	49
D.mel.RAL375.fa	DMMDG3	49
D.mel.RAL375.fa	McCLINTOCK	49
D.mel.RAL375.fa	DMTNFB	49
D.mel.RAL375.fa	DMU89994	49
D.mel.RAL375.fa	BLOOD	49
D.mel.RAL375.fa	DMHFL1	41
D.mel.RAL375.fa	BS	49
D.mel.RAL375.fa	GTWIN	49
D.mel.RAL375.fa	GYPSY5	45
D.mel.RAL375.fa	STALKER3	49
D.mel.RAL375.fa	INVADER5	48
D.mel.RAL375.fa	TRANSIB3	49
D.mel.RAL375.fa	DM88	49
D.mel.RAL375.fa	BAGGINS	49
D.mel.RAL375.fa	HELITRON1_DM	49
D.mel.RAL375.fa	DMRER2DM	49
D.mel.RAL375.fa	DMRER1DM	49
D.mel.RAL375.fa	DMBARI1	49
D.mel.RAL375.fa	DME010298	49
D.mel.RAL375.fa	DMREPG	49
D.mel.RAL375.fa	DMAURA	49
D.mel.RAL375.fa	INVADER	49
D.mel.RAL375.fa	RT1B	49
D.mel.RAL375.fa	STALKER	47
D.mel.RAL375.fa	CIRC	49
D.mel.RAL375.fa	FB	13
D.mel.RAL375.fa	DMIS297	49
D.mel.RAL375.fa	DMW1DOC	49
D.mel.RAL375.fa	1360	49
D.mel.RAL375.fa	MARINER2	49
D.mel.RAL375.fa	FROGGER	49
D.mel.RAL375.fa	DOC5	49
D.mel.RAL375.fa	ROVER	49
D.mel.RAL375.fa	Q	5
D.mel.RAL375.fa	INVADER3	49
D.mel.RAL375.fa	GYPSY12	49
D.mel.RAL375.fa	DMZAM	47
D.mel.RAL375.fa	TABOR	49
D.mel.RAL375.fa	DME278684	49
D.mel.RAL375.fa	DMGYPF1A	49
D.mel.RAL375.fa	FW3	49
D.mel.RAL375.fa	DIVER2	49
D.mel.RAL375.fa	TRANSIB2	49
D.mel.RAL375.fa	DOC2	49
D.mel.RAL375.fa	GYPSY8	42
D.mel.RAL375.fa	GYPSY7	48
D.mel.RAL375.fa	G7	48
D.mel.RAL375.fa	GYPSY10	49
D.mel.RAL375.fa	QBERT	48
D.mel.RAL375.fa	G5_DM	49
D.mel.RAL375.fa	GYPSY3	47
D.mel.RAL375.fa	INVADER6	49
D.mel.RAL375.fa	LOOPER1_DM	48
D.mel.RAL375.fa	G6_DM	49
D.mel.RAL375.fa	JUAN	49
D.mel.RAL375.fa	QUASIMODO	49
D.mel.RAL375.fa	TAHRE	49
D.mel.RAL375.fa	DMPOGOR11	49
D.mel.RAL375.fa	Beagle	49
D.mel.RAL375.fa	DM_ROO	49
D.mel.RAL375.fa	DM23420	49
D.mel.RAL375.fa	OPUS	49
D.mel.RAL375.fa	HOPPER2	49
D.mel.RAL375.fa	DMTHB1	49
D.mel.RAL375.fa	HEL	49
D.mel.RAL375.fa	INVADER2	49
D.mel.RAL375.fa	412	49
D.mel.RAL375.fa	GYPSY9	25
D.mel.RAL375.fa	TRANSIB1	49
D.mel.RAL375.fa	G3	48
D.mel.RAL375.fa	R1-2	49
D.mel.RAL375.fa	DMTN1731	49
D.mel.RAL375.fa	INVADER4	49
D.mel.RAL375.fa	RT1C	49
D.mel.RAL375.fa	S2	49
D.mel.RAL375.fa	G5A	49
D.mel.RAL375.fa	ROXELEMENT	49
D.mel.RAL375.fa	STALKER4	49
D.mel.RAL375.fa	TRANSIB4	49
D.mel.RAL375.fa	G2	49
D.mel.RAL375.fa	GYPSY2	48
D.mel.RAL375.fa	DMTOM1_LTR	49
D.mel.RAL375.fa	DMIS176	49
D.mel.RAL375.fa	BS3	49
D.mel.RAL375.fa	ACCORD	49
D.mel.RAL375.fa	TC1-2	49
D.mel.RAL375.fa	DMCR1A	49
D.mel.RAL375.fa	GYPSY4	49
D.mel.RAL375.fa	STALKER2	49
D.mel.RAL375.fa	DOC3	49
D.mel.RAL375.fa	DOC4	49
D.mel.RAL375.fa	GYPSY11	48
D.mel.RAL375.fa	OSV	49
D.mel.RAL375.fa	ROOA_LTR	48
D.mel.RAL375.fa	G4_DM	49
D.mel.RAL375.fa	FW2	49
D.mel.RAL375.fa	BS4	49
D.mel.RAL375.fa	DM33463	49
D.mel.RAL375.fa	TC3	49
D.mel.RAL375.fa	TC1	49
D.mel.RAL375.fa	PPI251	28
D.mel.RAL375.fa	Beagle2	49
D.mel.RAL375.fa	DME487856	49
D.mel.RAL375.fa	Tinker	49
D.mel.RAL375.fa	TIRANT	42
D.mel.RAL375.fa	DME9736	49
D.mel.RAL375.fa	IVK	49
D.mel.RAL375.fa	DMBLPP	49
D.mel.RAL375.fa	DMLINEJA	49
D.mel.RAL375.fa	DMIFACA	49
D.mel.RAL375.fa	GYPSY6	49
D.mel.RAL375.fa	SPRINGER	49
D.mel.RAL375.fa	DMRTMGD1	49
D.mel.RAL375.fa	DMTRDNA	49
D.mel.RAL375.fa	F	49
D.mel.RAL375.fa	AF222049	49
D.mel.RAL375.fa	DMCOPIA	49
D.mel.RAL375.fa	INE1	49
D.mel.RAL375.fa	AF541951	49
D.mel.RAL375.fa	JOCKEY2	49
D.mel.RAL375.fa	TARTC	35
D.mel.RAL375.fa	AY561850	33
D.mel.RAL375.fa	DM14101	28
D.mel.RAL375.fa	DMDM11	49
D.mel.RAL426.fa	TARTC	35
D.mel.RAL426.fa	DM06920	49
D.mel.RAL426.fa	TAHRE	49
D.mel.RAL426.fa	DM14101	28
D.mel.RAL426.fa	TIRANT	42
D.mel.RAL426.fa	DMMDG3	49
D.mel.RAL426.fa	G6_DM	49
D.mel.RAL426.fa	DMIS176	49
D.mel.RAL426.fa	QUASIMODO	49
D.mel.RAL426.fa	DM33463	49
D.mel.RAL426.fa	Beagle	49
D.mel.RAL426.fa	DME010298	49
D.mel.RAL426.fa	DME278684	49
D.mel.RAL426.fa	DM23420	49
D.mel.RAL426.fa	DMTRDNA	49
D.mel.RAL426.fa	STALKER3	49
D.mel.RAL426.fa	INVADER3	49
D.mel.RAL426.fa	DME9736	49
D.mel.RAL426.fa	INVADER5	48
D.mel.RAL426.fa	TRANSIB3	49
D.mel.RAL426.fa	MARINER2	49
D.mel.RAL426.fa	BAGGINS	49
D.mel.RAL426.fa	HELITRON1_DM	49
D.mel.RAL426.fa	DMRER2DM	49
D.mel.RAL426.fa	DMRER1DM	49
D.mel.RAL426.fa	DMAURA	49
D.mel.RAL426.fa	INVADER	49
D.mel.RAL426.fa	ACCORD	49
D.mel.RAL426.fa	CIRC	49
D.mel.RAL426.fa	R1-2	49
D.mel.RAL426.fa	DMDM11	49
D.mel.RAL426.fa	DMREPG	49
D.mel.RAL426.fa	F	49
D.mel.RAL426.fa	AY561850	33
D.mel.RAL426.fa	DMPOGOR11	49
D.mel.RAL426.fa	DMIS297	49
D.mel.RAL426.fa	DMBLPP	49
D.mel.RAL426.fa	JUAN	49
D.mel.RAL426.fa	GTWIN	49
D.mel.RAL426.fa	DOC5	49
D.mel.RAL426.fa	BS3	49
D.mel.RAL426.fa	Q	5
D.mel.RAL426.fa	DMZAM	47
D.mel.RAL426.fa	Beagle2	49
D.mel.RAL426.fa	INVADER2	49
D.mel.RAL426.fa	DMCR1A	49
D.mel.RAL426.fa	DIVER2	49
D.mel.RAL426.fa	ROOA_LTR	48
D.mel.RAL426.fa	GYPSY6	49
D.mel.RAL426.fa	TRANSIB4	49
D.mel.RAL426.fa	DOC2	49
D.mel.RAL426.fa	GYPSY8	42
D.mel.RAL426.fa	GYPSY7	48
D.mel.RAL426.fa	G7	48
D.mel.RAL426.fa	SPRINGER	49
D.mel.RAL426.fa	GYPSY10	49
D.mel.RAL426.fa	QBERT	48
D.mel.RAL426.fa	GYPSY3	47
D.mel.RAL426.fa	ROXELEMENT	49
D.mel.RAL426.fa	FB	13
D.mel.RAL426.fa	GYPSY12	49
D.mel.RAL426.fa	INVADER6	49
D.mel.RAL426.fa	LOOPER1_DM	48
D.mel.RAL426.fa	TRANSIB2	49
D.mel.RAL426.fa	STALKER4	49
D.mel.RAL426.fa	DMLINEJA	49
D.mel.RAL426.fa	DMBARI1	49
D.mel.RAL426.fa	412	49
D.mel.RAL426.fa	BLOOD	49
D.mel.RAL426.fa	DMW1DOC	49
D.mel.RAL426.fa	DMIFACA	49
D.mel.RAL426.fa	DME487856	49
D.mel.RAL426.fa	DMHFL1	41
D.mel.RAL426.fa	PPI251	28
D.mel.RAL426.fa	HOPPER2	49
D.mel.RAL426.fa	TC1	49
D.mel.RAL426.fa	DM_ROO	49
D.mel.RAL426.fa	McCLINTOCK	49
D.mel.RAL426.fa	G2	49
D.mel.RAL426.fa	HEL	49
D.mel.RAL426.fa	IVK	49
D.mel.RAL426.fa	DOC3	49
D.mel.RAL426.fa	TRANSIB1	49
D.mel.RAL426.fa	G3	48
D.mel.RAL426.fa	ROVER	49
D.mel.RAL426.fa	DMTN1731	49
D.mel.RAL426.fa	FROGGER	49
D.mel.RAL426.fa	S2	49
D.mel.RAL426.fa	G5A	49
D.mel.RAL426.fa	STALKER	47
D.mel.RAL426.fa	1360	49
D.mel.RAL426.fa	GYPSY2	48
D.mel.RAL426.fa	GYPSY4	49
D.mel.RAL426.fa	DMTOM1_LTR	49
D.mel.RAL426.fa	GYPSY9	25
D.mel.RAL426.fa	RT1C	49
D.mel.RAL426.fa	FW3	49
D.mel.RAL426.fa	DOC4	49
D.mel.RAL426.fa	GYPSY11	48
D.mel.RAL426.fa	OSV	49
D.mel.RAL426.fa	G4_DM	49
D.mel.RAL426.fa	DMTHB1	49
D.mel.RAL426.fa	FW2	49
D.mel.RAL426.fa	BS4	49
D.mel.RAL426.fa	TC3	49
D.mel.RAL426.fa	DMGYPF1A	49
D.mel.RAL426.fa	Tinker	49
D.mel.RAL426.fa	G5_DM	49
D.mel.RAL426.fa	GYPSY5	45
D.mel.RAL426.fa	BS	49
D.mel.RAL426.fa	DMCOPIA	49
D.mel.RAL426.fa	TABOR	49
D.mel.RAL426.fa	AF222049	49
D.mel.RAL426.fa	RT1B	49
D.mel.RAL426.fa	DMU89994	49
D.mel.RAL426.fa	STALKER2	49
D.mel.RAL426.fa	OPUS	49
D.mel.RAL426.fa	DMTNFB	49
D.mel.RAL426.fa	DMRTMGD1	49
D.mel.RAL426.fa	INE1	49
D.mel.RAL426.fa	TC1-2	49
D.mel.RAL426.fa	AF541951	49
D.mel.RAL426.fa	JOCKEY2	49
D.mel.RAL426.fa	DM88	49
D.mel.RAL426.fa	INVADER4	49
D.mel.RAL737.fa	TARTC	35
D.mel.RAL737.fa	TAHRE	49
D.mel.RAL737.fa	DMIFACA	49
D.mel.RAL737.fa	STALKER2	49
D.mel.RAL737.fa	GYPSY5	45
D.mel.RAL737.fa	TABOR	49
D.mel.RAL737.fa	Beagle2	49
D.mel.RAL737.fa	DMIS176	49
D.mel.RAL737.fa	INVADER5	48
D.mel.RAL737.fa	TRANSIB3	49
D.mel.RAL737.fa	MARINER2	49
D.mel.RAL737.fa	DM88	49
D.mel.RAL737.fa	BAGGINS	49
D.mel.RAL737.fa	HELITRON1_DM	49
D.mel.RAL737.fa	G2	49
D.mel.RAL737.fa	DMRER2DM	49
D.mel.RAL737.fa	DMREPG	49
D.mel.RAL737.fa	R1-2	49
D.mel.RAL737.fa	DMAURA	49
D.mel.RAL737.fa	INVADER	49
D.mel.RAL737.fa	DMDM11	49
D.mel.RAL737.fa	CIRC	49
D.mel.RAL737.fa	DME010298	49
D.mel.RAL737.fa	DMRER1DM	49
D.mel.RAL737.fa	DME9736	49
D.mel.RAL737.fa	DMPOGOR11	49
D.mel.RAL737.fa	DMHFL1	41
D.mel.RAL737.fa	BS	49
D.mel.RAL737.fa	DMTRDNA	49
D.mel.RAL737.fa	DME278684	49
D.mel.RAL737.fa	RT1B	49
D.mel.RAL737.fa	Beagle	49
D.mel.RAL737.fa	DMRTMGD1	49
D.mel.RAL737.fa	FROGGER	49
D.mel.RAL737.fa	STALKER4	49
D.mel.RAL737.fa	ACCORD	49
D.mel.RAL737.fa	DMBLPP	49
D.mel.RAL737.fa	DIVER2	49
D.mel.RAL737.fa	DMZAM	47
D.mel.RAL737.fa	Q	5
D.mel.RAL737.fa	GTWIN	49
D.mel.RAL737.fa	ROOA_LTR	48
D.mel.RAL737.fa	GYPSY6	49
D.mel.RAL737.fa	GYPSY8	42
D.mel.RAL737.fa	GYPSY7	48
D.mel.RAL737.fa	G7	48
D.mel.RAL737.fa	DOC5	49
D.mel.RAL737.fa	GYPSY10	49
D.mel.RAL737.fa	QBERT	48
D.mel.RAL737.fa	G5_DM	49
D.mel.RAL737.fa	GYPSY3	47
D.mel.RAL737.fa	GYPSY12	49
D.mel.RAL737.fa	F	49
D.mel.RAL737.fa	INVADER6	49
D.mel.RAL737.fa	LOOPER1_DM	48
D.mel.RAL737.fa	INVADER3	49
D.mel.RAL737.fa	G6_DM	49
D.mel.RAL737.fa	ROVER	49
D.mel.RAL737.fa	PPI251	28
D.mel.RAL737.fa	DMU89994	49
D.mel.RAL737.fa	DMCOPIA	49
D.mel.RAL737.fa	DM23420	49
D.mel.RAL737.fa	DMW1DOC	49
D.mel.RAL737.fa	DM06920	49
D.mel.RAL737.fa	DMTNFB	49
D.mel.RAL737.fa	JUAN	49
D.mel.RAL737.fa	QUASIMODO	49
D.mel.RAL737.fa	DOC3	49
D.mel.RAL737.fa	TIRANT	42
D.mel.RAL737.fa	HOPPER2	49
D.mel.RAL737.fa	412	49
D.mel.RAL737.fa	FB	13
D.mel.RAL737.fa	McCLINTOCK	49
D.mel.RAL737.fa	DMGYPF1A	49
D.mel.RAL737.fa	INVADER2	49
D.mel.RAL737.fa	ROXELEMENT	49
D.mel.RAL737.fa	DMCR1A	49
D.mel.RAL737.fa	DMTHB1	49
D.mel.RAL737.fa	TRANSIB1	49
D.mel.RAL737.fa	G3	48
D.mel.RAL737.fa	TRANSIB2	49
D.mel.RAL737.fa	DMTN1731	49
D.mel.RAL737.fa	S2	49
D.mel.RAL737.fa	G5A	49
D.mel.RAL737.fa	HEL	49
D.mel.RAL737.fa	TRANSIB4	49
D.mel.RAL737.fa	GYPSY2	48
D.mel.RAL737.fa	GYPSY4	49
D.mel.RAL737.fa	DOC2	49
D.mel.RAL737.fa	DMTOM1_LTR	49
D.mel.RAL737.fa	GYPSY9	25
D.mel.RAL737.fa	BS3	49
D.mel.RAL737.fa	RT1C	49
D.mel.RAL737.fa	FW3	49
D.mel.RAL737.fa	INVADER4	49
D.mel.RAL737.fa	1360	49
D.mel.RAL737.fa	DOC4	49
D.mel.RAL737.fa	GYPSY11	48
D.mel.RAL737.fa	OSV	49
D.mel.RAL737.fa	G4_DM	49
D.mel.RAL737.fa	FW2	49
D.mel.RAL737.fa	BS4	49
D.mel.RAL737.fa	DM33463	49
D.mel.RAL737.fa	DME487856	49
D.mel.RAL737.fa	TC3	49
D.mel.RAL737.fa	TC1	49
D.mel.RAL737.fa	DM_ROO	49
D.mel.RAL737.fa	BLOOD	49
D.mel.RAL737.fa	IVK	49
D.mel.RAL737.fa	AF222049	49
D.mel.RAL737.fa	DMLINEJA	49
D.mel.RAL737.fa	DMMDG3	49
D.mel.RAL737.fa	DMIS297	49
D.mel.RAL737.fa	DMBARI1	49
D.mel.RAL737.fa	SPRINGER	49
D.mel.RAL737.fa	OPUS	49
D.mel.RAL737.fa	STALKER	47
D.mel.RAL737.fa	Tinker	49
D.mel.RAL737.fa	INE1	49
D.mel.RAL737.fa	TC1-2	49
D.mel.RAL737.fa	AF541951	49
D.mel.RAL737.fa	JOCKEY2	49
D.mel.RAL737.fa	DM14101	28
D.mel.RAL737.fa	AY561850	33
D.mel.RAL737.fa	STALKER3	49
D.mel.RAL855.fa	TAHRE	49
D.mel.RAL855.fa	TARTC	35
D.mel.RAL855.fa	DM14101	28
D.mel.RAL855.fa	AY561850	33
D.mel.RAL855.fa	DM06920	49
D.mel.RAL855.fa	DMU89994	49
D.mel.RAL855.fa	QUASIMODO	49
D.mel.RAL855.fa	DMTRDNA	49
D.mel.RAL855.fa	Beagle	49
D.mel.RAL855.fa	DMIS297	49
D.mel.RAL855.fa	GTWIN	49
D.mel.RAL855.fa	STALKER3	49
D.mel.RAL855.fa	GYPSY5	45
D.mel.RAL855.fa	INVADER5	48
D.mel.RAL855.fa	TRANSIB3	49
D.mel.RAL855.fa	DMZAM	47
D.mel.RAL855.fa	INVADER	49
D.mel.RAL855.fa	G6_DM	49
D.mel.RAL855.fa	DMIS176	49
D.mel.RAL855.fa	MARINER2	49
D.mel.RAL855.fa	BAGGINS	49
D.mel.RAL855.fa	HELITRON1_DM	49
D.mel.RAL855.fa	DMRER1DM	49
D.mel.RAL855.fa	R1-2	49
D.mel.RAL855.fa	DME010298	49
D.mel.RAL855.fa	CIRC	49
D.mel.RAL855.fa	DMW1DOC	49
D.mel.RAL855.fa	SPRINGER	49
D.mel.RAL855.fa	RT1B	49
D.mel.RAL855.fa	DMIFACA	49
D.mel.RAL855.fa	PPI251	28
D.mel.RAL855.fa	STALKER4	49
D.mel.RAL855.fa	DMGYPF1A	49
D.mel.RAL855.fa	DOC5	49
D.mel.RAL855.fa	ACCORD	49
D.mel.RAL855.fa	Q	5
D.mel.RAL855.fa	DME487856	49
D.mel.RAL855.fa	DMAURA	49
D.mel.RAL855.fa	INVADER2	49
D.mel.RAL855.fa	GYPSY6	49
D.mel.RAL855.fa	DIVER2	49
D.mel.RAL855.fa	GYPSY8	42
D.mel.RAL855.fa	ROXELEMENT	49
D.mel.RAL855.fa	STALKER2	49
D.mel.RAL855.fa	GYPSY7	48
D.mel.RAL855.fa	G7	48
D.mel.RAL855.fa	GYPSY10	49
D.mel.RAL855.fa	G5_DM	49
D.mel.RAL855.fa	GYPSY3	47
D.mel.RAL855.fa	GYPSY12	49
D.mel.RAL855.fa	INVADER6	49
D.mel.RAL855.fa	LOOPER1_DM	48
D.mel.RAL855.fa	DMCOPIA	49
D.mel.RAL855.fa	DMRTMGD1	49
D.mel.RAL855.fa	DMLINEJA	49
D.mel.RAL855.fa	TIRANT	42
D.mel.RAL855.fa	OPUS	49
D.mel.RAL855.fa	DM_ROO	49
D.mel.RAL855.fa	DMBARI1	49
D.mel.RAL855.fa	DMBLPP	49
D.mel.RAL855.fa	Tinker	49
D.mel.RAL855.fa	DME9736	49
D.mel.RAL855.fa	DME278684	49
D.mel.RAL855.fa	DM23420	49
D.mel.RAL855.fa	IVK	49
D.mel.RAL855.fa	JUAN	49
D.mel.RAL855.fa	HOPPER2	49
D.mel.RAL855.fa	DMTNFB	49
D.mel.RAL855.fa	F	49
D.mel.RAL855.fa	FB	13
D.mel.RAL855.fa	McCLINTOCK	49
D.mel.RAL855.fa	HEL	49
D.mel.RAL855.fa	QBERT	48
D.mel.RAL855.fa	TRANSIB1	49
D.mel.RAL855.fa	G3	48
D.mel.RAL855.fa	TRANSIB2	49
D.mel.RAL855.fa	DMTN1731	49
D.mel.RAL855.fa	FROGGER	49
D.mel.RAL855.fa	RT1C	49
D.mel.RAL855.fa	S2	49
D.mel.RAL855.fa	DMREPG	49
D.mel.RAL855.fa	G5A	49
D.mel.RAL855.fa	ROVER	49
D.mel.RAL855.fa	INVADER3	49
D.mel.RAL855.fa	STALKER	47
D.mel.RAL855.fa	GYPSY2	48
D.mel.RAL855.fa	DOC2	49
D.mel.RAL855.fa	DMTOM1_LTR	49
D.mel.RAL855.fa	BS3	49
D.mel.RAL855.fa	412	49
D.mel.RAL855.fa	FW3	49
D.mel.RAL855.fa	DM88	49
D.mel.RAL855.fa	GYPSY4	49
D.mel.RAL855.fa	DMCR1A	49
D.mel.RAL855.fa	Beagle2	49
D.mel.RAL855.fa	1360	49
D.mel.RAL855.fa	G2	49
D.mel.RAL855.fa	TRANSIB4	49
D.mel.RAL855.fa	DMPOGOR11	49
D.mel.RAL855.fa	DOC3	49
D.mel.RAL855.fa	DOC4	49
D.mel.RAL855.fa	GYPSY11	48
D.mel.RAL855.fa	OSV	49
D.mel.RAL855.fa	ROOA_LTR	48
D.mel.RAL855.fa	DMDM11	49
D.mel.RAL855.fa	G4_DM	49
D.mel.RAL855.fa	FW2	49
D.mel.RAL855.fa	BS4	49
D.mel.RAL855.fa	DM33463	49
D.mel.RAL855.fa	TC3	49
D.mel.RAL855.fa	TC1	49
D.mel.RAL855.fa	DMMDG3	49
D.mel.RAL855.fa	DMTHB1	49
D.mel.RAL855.fa	BS	49
D.mel.RAL855.fa	AF222049	49
D.mel.RAL855.fa	TABOR	49
D.mel.RAL855.fa	DMHFL1	41
D.mel.RAL855.fa	INE1	49
D.mel.RAL855.fa	TC1-2	49
D.mel.RAL855.fa	AF541951	49
D.mel.RAL855.fa	INVADER4	49
D.mel.RAL855.fa	JOCKEY2	49
D.mel.RAL855.fa	GYPSY9	25
D.mel.RAL855.fa	DMRER2DM	49
D.mel.RAL855.fa	BLOOD	49
D.mel.SLA001.fa	AY561850	33
D.mel.SLA001.fa	DM06920	49
D.mel.SLA001.fa	DM14101	28
D.mel.SLA001.fa	TAHRE	49
D.mel.SLA001.fa	PPI251	28
D.mel.SLA001.fa	DMIFACA	49
D.mel.SLA001.fa	DMMDG3	49
D.mel.SLA001.fa	DMTRDNA	49
D.mel.SLA001.fa	Tinker	49
D.mel.SLA001.fa	DMBARI1	49
D.mel.SLA001.fa	GTWIN	49
D.mel.SLA001.fa	GYPSY5	45
D.mel.SLA001.fa	INVADER	49
D.mel.SLA001.fa	INVADER5	48
D.mel.SLA001.fa	TRANSIB3	49
D.mel.SLA001.fa	DM88	49
D.mel.SLA001.fa	BAGGINS	49
D.mel.SLA001.fa	HELITRON1_DM	49
D.mel.SLA001.fa	412	49
