Species	te	present_in
D.mel.B3.fa	DMTN1731	49
D.mel.B3.fa	RT1C	49
D.mel.B3.fa	S2	49
D.mel.B3.fa	G5A	49
D.mel.B3.fa	INVADER4	49
D.mel.B3.fa	DMPOGOR11	49
D.mel.B3.fa	ROVER	49
D.mel.B3.fa	GYPSY2	48
D.mel.B3.fa	DMIS176	49
D.mel.B3.fa	DOC2	49
D.mel.B3.fa	DMTOM1_LTR	49
D.mel.B3.fa	GYPSY9	25
D.mel.B3.fa	BS3	49
D.mel.B3.fa	GYPSY4	49
D.mel.B3.fa	DMGYPF1A	49
D.mel.B3.fa	TRANSIB4	49
D.mel.B3.fa	1360	49
D.mel.B3.fa	DOC4	49
D.mel.B3.fa	GYPSY11	48
D.mel.B3.fa	OSV	49
D.mel.B3.fa	ROOA_LTR	48
D.mel.B3.fa	G4_DM	49
D.mel.B3.fa	FW2	49
D.mel.B3.fa	BS4	49
D.mel.B3.fa	TC3	49
D.mel.B3.fa	G5_DM	49
D.mel.B3.fa	AF222049	49
D.mel.B3.fa	DMW1DOC	49
D.mel.B3.fa	IVK	49
D.mel.B3.fa	412	49
D.mel.B3.fa	DM_ROO	49
D.mel.B3.fa	DME487856	49
D.mel.B3.fa	BLOOD	49
D.mel.B3.fa	INE1	49
D.mel.B3.fa	TC1-2	49
D.mel.B3.fa	AF541951	49
D.mel.B3.fa	DME9736	49
D.mel.B3.fa	JOCKEY2	49
D.mel.B3.fa	TARTC	35
D.mel.B3.fa	DM14101	28
D.mel.B3.fa	DMRER2DM	49
D.mel.B3.fa	STALKER2	49
D.mel.B3.fa	DMRTMGD1	49
D.mel.B3.fa	TAHRE	49
D.mel.B3.fa	INVADER3	49
D.mel.B3.fa	CIRC	49
D.mel.B3.fa	DMDM11	49
D.mel.B3.fa	ACCORD	49
D.mel.B3.fa	G6_DM	49
D.mel.B4.fa	DM_ROO	49
D.mel.B4.fa	DM23420	49
D.mel.B4.fa	DMHFL1	41
D.mel.B4.fa	DMLINEJA	49
D.mel.B4.fa	DMMDG3	49
D.mel.B4.fa	JUAN	49
D.mel.B4.fa	DMTRDNA	49
D.mel.B4.fa	OPUS	49
D.mel.B4.fa	SPRINGER	49
D.mel.B4.fa	Tinker	49
D.mel.B4.fa	STALKER	47
D.mel.B4.fa	GYPSY5	45
D.mel.B4.fa	STALKER3	49
D.mel.B4.fa	GTWIN	49
D.mel.B4.fa	INVADER	49
D.mel.B4.fa	DMREPG	49
D.mel.B4.fa	Beagle2	49
D.mel.B4.fa	INVADER5	48
D.mel.B4.fa	TRANSIB3	49
D.mel.B4.fa	DM88	49
D.mel.B4.fa	BAGGINS	49
D.mel.B4.fa	HELITRON1_DM	49
D.mel.B4.fa	ACCORD	49
D.mel.B4.fa	DME010298	49
D.mel.B4.fa	DMAURA	49
D.mel.B4.fa	DMTNFB	49
D.mel.B4.fa	IVK	49
D.mel.B4.fa	BLOOD	49
D.mel.B4.fa	MARINER2	49
D.mel.B4.fa	FROGGER	49
D.mel.B4.fa	McCLINTOCK	49
D.mel.B4.fa	Q	5
D.mel.B4.fa	DMZAM	47
D.mel.B4.fa	DMIS176	49
D.mel.B4.fa	STALKER2	49
D.mel.B4.fa	FW3	49
D.mel.B4.fa	DMBLPP	49
D.mel.B4.fa	DIVER2	49
D.mel.B4.fa	GYPSY6	49
D.mel.B4.fa	GYPSY8	42
D.mel.B4.fa	GYPSY7	48
D.mel.B4.fa	G7	48
D.mel.B4.fa	DMIFACA	49
D.mel.B4.fa	DOC5	49
D.mel.B4.fa	GYPSY10	49
D.mel.B4.fa	QBERT	48
D.mel.B4.fa	G5_DM	49
D.mel.B4.fa	GYPSY3	47
D.mel.B4.fa	GYPSY12	49
D.mel.B4.fa	STALKER4	49
D.mel.B4.fa	INVADER6	49
D.mel.B4.fa	DM33463	49
D.mel.B4.fa	LOOPER1_DM	48
D.mel.B4.fa	TRANSIB2	49
D.mel.B4.fa	G6_DM	49
D.mel.B4.fa	DMPOGOR11	49
D.mel.B4.fa	AF222049	49
D.mel.B4.fa	Beagle	49
D.mel.B4.fa	412	49
D.mel.B4.fa	TAHRE	49
D.mel.B4.fa	TIRANT	42
D.mel.B4.fa	PPI251	28
D.mel.B4.fa	DMCOPIA	49
D.mel.B4.fa	RT1B	49
D.mel.B4.fa	HOPPER2	49
D.mel.B4.fa	TC1	49
D.mel.B4.fa	DMTHB1	49
D.mel.B4.fa	DMIS297	49
D.mel.B4.fa	HEL	49
D.mel.B4.fa	INVADER2	49
D.mel.B4.fa	TRANSIB1	49
D.mel.B4.fa	G3	48
D.mel.B4.fa	QUASIMODO	49
D.mel.B4.fa	R1-2	49
D.mel.B4.fa	DMTN1731	49
D.mel.B4.fa	RT1C	49
D.mel.B4.fa	S2	49
D.mel.B4.fa	G5A	49
D.mel.B4.fa	DMGYPF1A	49
D.mel.B4.fa	ROVER	49
D.mel.B4.fa	GYPSY2	48
D.mel.B4.fa	DOC2	49
D.mel.B4.fa	DME487856	49
D.mel.B4.fa	DMTOM1_LTR	49
D.mel.B4.fa	GYPSY9	25
D.mel.B4.fa	BS3	49
D.mel.B4.fa	DME278684	49
D.mel.B4.fa	DMCR1A	49
D.mel.B4.fa	GYPSY4	49
D.mel.B4.fa	1360	49
D.mel.B4.fa	DOC3	49
D.mel.B4.fa	DOC4	49
D.mel.B4.fa	GYPSY11	48
D.mel.B4.fa	OSV	49
D.mel.B4.fa	ROOA_LTR	48
D.mel.B4.fa	G4_DM	49
D.mel.B4.fa	FW2	49
D.mel.B4.fa	BS4	49
D.mel.B4.fa	TC3	49
D.mel.B4.fa	DMW1DOC	49
D.mel.B4.fa	DMU89994	49
D.mel.B4.fa	F	49
D.mel.B4.fa	INVADER3	49
D.mel.B4.fa	BS	49
D.mel.B4.fa	DME9736	49
D.mel.B4.fa	TABOR	49
D.mel.B4.fa	FB	13
D.mel.B4.fa	DMRTMGD1	49
D.mel.B4.fa	AY561850	33
D.mel.B4.fa	INE1	49
D.mel.B4.fa	TC1-2	49
D.mel.B4.fa	AF541951	49
D.mel.B4.fa	INVADER4	49
D.mel.B4.fa	JOCKEY2	49
D.mel.B4.fa	DM06920	49
D.mel.B4.fa	DM14101	28
D.mel.B4.fa	TARTC	35
D.mel.B4.fa	DMBARI1	49
D.mel.B4.fa	DMRER1DM	49
D.mel.B4.fa	DMRER2DM	49
D.mel.B4.fa	CIRC	49
D.mel.B4.fa	DMDM11	49
D.mel.B4.fa	TRANSIB4	49
D.mel.B4.fa	G2	49
D.mel.B4.fa	ROXELEMENT	49
D.mel.B6.fa	AF222049	49
D.mel.B6.fa	DMHFL1	41
D.mel.B6.fa	DMMDG3	49
D.mel.B6.fa	DMTRDNA	49
D.mel.B6.fa	BS	49
D.mel.B6.fa	DMTNFB	49
D.mel.B6.fa	GTWIN	49
D.mel.B6.fa	GYPSY5	45
D.mel.B6.fa	INVADER5	48
D.mel.B6.fa	TRANSIB3	49
D.mel.B6.fa	MARINER2	49
D.mel.B6.fa	DM88	49
D.mel.B6.fa	BAGGINS	49
D.mel.B6.fa	HELITRON1_DM	49
D.mel.B6.fa	INVADER	49
D.mel.B6.fa	DMPOGOR11	49
D.mel.B6.fa	RT1B	49
D.mel.B6.fa	SPRINGER	49
D.mel.B6.fa	DMCOPIA	49
D.mel.B6.fa	DMZAM	47
D.mel.B6.fa	DMU89994	49
D.mel.B6.fa	G2	49
D.mel.B6.fa	G6_DM	49
D.mel.B6.fa	FROGGER	49
D.mel.B6.fa	DOC5	49
D.mel.B6.fa	Q	5
D.mel.B6.fa	INVADER3	49
D.mel.B6.fa	DIVER2	49
D.mel.B6.fa	GYPSY6	49
D.mel.B6.fa	DMRER1DM	49
D.mel.B6.fa	GYPSY8	42
D.mel.B6.fa	F	49
D.mel.B6.fa	GYPSY7	48
D.mel.B6.fa	G7	48
D.mel.B6.fa	GYPSY10	49
D.mel.B6.fa	QBERT	48
D.mel.B6.fa	G5_DM	49
D.mel.B6.fa	GYPSY3	47
D.mel.B6.fa	ROXELEMENT	49
D.mel.B6.fa	GYPSY12	49
D.mel.B6.fa	INVADER6	49
D.mel.B6.fa	DMBARI1	49
D.mel.B6.fa	LOOPER1_DM	48
D.mel.B6.fa	TRANSIB2	49
D.mel.B6.fa	TABOR	49
D.mel.B6.fa	DM_ROO	49
D.mel.B6.fa	STALKER2	49
D.mel.B6.fa	DMIS176	49
D.mel.B6.fa	ROVER	49
D.mel.B6.fa	Beagle	49
D.mel.B6.fa	DMIFACA	49
D.mel.B6.fa	DMRTMGD1	49
D.mel.B6.fa	DMW1DOC	49
D.mel.B6.fa	DMBLPP	49
D.mel.B6.fa	412	49
D.mel.B6.fa	AY561850	33
D.mel.B6.fa	HOPPER2	49
D.mel.B6.fa	TC1	49
D.mel.B6.fa	BLOOD	49
D.mel.B6.fa	DMTHB1	49
D.mel.B6.fa	DMIS297	49
D.mel.B6.fa	HEL	49
D.mel.B6.fa	INVADER2	49
D.mel.B6.fa	TRANSIB1	49
D.mel.B6.fa	G3	48
D.mel.B6.fa	STALKER	47
D.mel.B6.fa	R1-2	49
D.mel.B6.fa	DMTN1731	49
D.mel.B6.fa	INVADER4	49
D.mel.B6.fa	RT1C	49
D.mel.B6.fa	S2	49
D.mel.B6.fa	G5A	49
D.mel.B6.fa	STALKER4	49
D.mel.B6.fa	GYPSY2	48
D.mel.B6.fa	DME010298	49
D.mel.B6.fa	DMREPG	49
D.mel.B6.fa	GYPSY4	49
D.mel.B6.fa	DM23420	49
D.mel.B6.fa	DOC2	49
D.mel.B6.fa	DMTOM1_LTR	49
D.mel.B6.fa	GYPSY9	25
D.mel.B6.fa	BS3	49
D.mel.B6.fa	DMCR1A	49
D.mel.B6.fa	DME487856	49
D.mel.B6.fa	TRANSIB4	49
D.mel.B6.fa	IVK	49
D.mel.B6.fa	DOC3	49
D.mel.B6.fa	DOC4	49
D.mel.B6.fa	GYPSY11	48
D.mel.B6.fa	OSV	49
D.mel.B6.fa	ROOA_LTR	48
D.mel.B6.fa	G4_DM	49
D.mel.B6.fa	1360	49
D.mel.B6.fa	McCLINTOCK	49
D.mel.B6.fa	DME9736	49
D.mel.B6.fa	OPUS	49
D.mel.B6.fa	FW2	49
D.mel.B6.fa	BS4	49
D.mel.B6.fa	DM33463	49
D.mel.B6.fa	TC3	49
D.mel.B6.fa	DME278684	49
D.mel.B6.fa	Beagle2	49
D.mel.B6.fa	FB	13
D.mel.B6.fa	QUASIMODO	49
D.mel.B6.fa	DMGYPF1A	49
D.mel.B6.fa	JUAN	49
D.mel.B6.fa	DMLINEJA	49
D.mel.B6.fa	Tinker	49
D.mel.B6.fa	DM06920	49
D.mel.B6.fa	DM14101	28
D.mel.B6.fa	TAHRE	49
D.mel.B6.fa	INE1	49
D.mel.B6.fa	FW3	49
D.mel.B6.fa	TC1-2	49
D.mel.B6.fa	AF541951	49
D.mel.B6.fa	JOCKEY2	49
D.mel.B6.fa	TARTC	35
D.mel.B6.fa	DMDM11	49
D.mel.B6.fa	ACCORD	49
D.mel.B6.fa	DMAURA	49
D.mel.B6.fa	CIRC	49
D.mel.B6.fa	DMRER2DM	49
D.mel.B6.fa	STALKER3	49
D.mel.B6.fa	TIRANT	42
D.mel.CanS.fa	DM06920	49
D.mel.CanS.fa	AF222049	49
D.mel.CanS.fa	Tinker	49
D.mel.CanS.fa	BLOOD	49
D.mel.CanS.fa	GYPSY5	45
D.mel.CanS.fa	DME010298	49
D.mel.CanS.fa	STALKER3	49
D.mel.CanS.fa	DMHFL1	41
D.mel.CanS.fa	DMGYPF1A	49
D.mel.CanS.fa	Beagle2	49
D.mel.CanS.fa	INVADER5	48
D.mel.CanS.fa	TRANSIB3	49
D.mel.CanS.fa	TC1	49
D.mel.CanS.fa	MARINER2	49
D.mel.CanS.fa	DM88	49
D.mel.CanS.fa	BAGGINS	49
D.mel.CanS.fa	HELITRON1_DM	49
D.mel.CanS.fa	DMAURA	49
D.mel.CanS.fa	CIRC	49
D.mel.CanS.fa	STALKER4	49
D.mel.CanS.fa	DMRER1DM	49
D.mel.CanS.fa	DMRER2DM	49
D.mel.CanS.fa	INVADER	49
D.mel.CanS.fa	DMREPG	49
D.mel.CanS.fa	DMMDG3	49
D.mel.CanS.fa	DMPOGOR11	49
D.mel.CanS.fa	DMCOPIA	49
D.mel.CanS.fa	RT1B	49
D.mel.CanS.fa	Beagle	49
D.mel.CanS.fa	G6_DM	49
D.mel.CanS.fa	FROGGER	49
D.mel.CanS.fa	ACCORD	49
D.mel.CanS.fa	DMBARI1	49
D.mel.CanS.fa	DMIFACA	49
D.mel.CanS.fa	Q	5
D.mel.CanS.fa	INVADER3	49
D.mel.CanS.fa	DMZAM	47
D.mel.CanS.fa	G5A	49
D.mel.CanS.fa	DME9736	49
D.mel.CanS.fa	IVK	49
D.mel.CanS.fa	DIVER2	49
D.mel.CanS.fa	FW3	49
D.mel.CanS.fa	DOC2	49
D.mel.CanS.fa	GYPSY8	42
D.mel.CanS.fa	GYPSY7	48
D.mel.CanS.fa	G7	48
D.mel.CanS.fa	DOC5	49
D.mel.CanS.fa	GYPSY10	49
D.mel.CanS.fa	QBERT	48
D.mel.CanS.fa	G5_DM	49
D.mel.CanS.fa	GYPSY3	47
D.mel.CanS.fa	GYPSY12	49
D.mel.CanS.fa	ROOA_LTR	48
D.mel.CanS.fa	INVADER6	49
D.mel.CanS.fa	LOOPER1_DM	48
D.mel.CanS.fa	TRANSIB2	49
D.mel.CanS.fa	DM_ROO	49
D.mel.CanS.fa	STALKER2	49
D.mel.CanS.fa	DMTNFB	49
D.mel.CanS.fa	DMIS176	49
D.mel.CanS.fa	DMIS297	49
D.mel.CanS.fa	DMRTMGD1	49
D.mel.CanS.fa	ROVER	49
D.mel.CanS.fa	DMW1DOC	49
D.mel.CanS.fa	DM14101	28
D.mel.CanS.fa	FB	13
D.mel.CanS.fa	DMLINEJA	49
D.mel.CanS.fa	OPUS	49
D.mel.CanS.fa	DMBLPP	49
D.mel.CanS.fa	DM33463	49
D.mel.CanS.fa	DMU89994	49
D.mel.CanS.fa	AY561850	33
D.mel.CanS.fa	HOPPER2	49
D.mel.CanS.fa	F	49
D.mel.CanS.fa	HEL	49
D.mel.CanS.fa	GTWIN	49
D.mel.CanS.fa	DMCR1A	49
D.mel.CanS.fa	TIRANT	42
D.mel.CanS.fa	TAHRE	49
D.mel.CanS.fa	GYPSY9	25
D.mel.CanS.fa	DMTHB1	49
D.mel.CanS.fa	TRANSIB1	49
D.mel.CanS.fa	G3	48
D.mel.CanS.fa	R1-2	49
D.mel.CanS.fa	JUAN	49
D.mel.CanS.fa	TARTC	35
D.mel.CanS.fa	DMTN1731	49
D.mel.CanS.fa	RT1C	49
D.mel.CanS.fa	S2	49
D.mel.CanS.fa	DME487856	49
D.mel.CanS.fa	INVADER4	49
D.mel.CanS.fa	ROXELEMENT	49
D.mel.CanS.fa	G2	49
D.mel.CanS.fa	TRANSIB4	49
D.mel.CanS.fa	DOC3	49
D.mel.CanS.fa	1360	49
D.mel.CanS.fa	BS3	49
D.mel.CanS.fa	DMTOM1_LTR	49
D.mel.CanS.fa	GYPSY4	49
D.mel.CanS.fa	GYPSY2	48
D.mel.CanS.fa	INVADER2	49
D.mel.CanS.fa	DOC4	49
D.mel.CanS.fa	GYPSY11	48
D.mel.CanS.fa	OSV	49
D.mel.CanS.fa	G4_DM	49
D.mel.CanS.fa	FW2	49
D.mel.CanS.fa	BS4	49
D.mel.CanS.fa	TC3	49
D.mel.CanS.fa	DM23420	49
D.mel.CanS.fa	TABOR	49
D.mel.CanS.fa	GYPSY6	49
D.mel.CanS.fa	DMTRDNA	49
D.mel.CanS.fa	DME278684	49
D.mel.CanS.fa	BS	49
D.mel.CanS.fa	QUASIMODO	49
D.mel.CanS.fa	412	49
D.mel.CanS.fa	SPRINGER	49
D.mel.CanS.fa	McCLINTOCK	49
D.mel.CanS.fa	INE1	49
D.mel.CanS.fa	TC1-2	49
D.mel.CanS.fa	AF541951	49
D.mel.CanS.fa	JOCKEY2	49
D.mel.CanS.fa	STALKER	47
D.mel.CanS.fa	DMDM11	49
D.mel.CanSChak.fa	RT1B	49
D.mel.CanSChak.fa	DME278684	49
D.mel.CanSChak.fa	BLOOD	49
D.mel.CanSChak.fa	DME9736	49
D.mel.CanSChak.fa	Tinker	49
D.mel.CanSChak.fa	GYPSY5	45
D.mel.CanSChak.fa	DMHFL1	41
D.mel.CanSChak.fa	DMGYPF1A	49
D.mel.CanSChak.fa	Beagle2	49
D.mel.CanSChak.fa	INVADER5	48
D.mel.CanSChak.fa	TRANSIB3	49
D.mel.CanSChak.fa	TC1	49
D.mel.CanSChak.fa	MARINER2	49
D.mel.CanSChak.fa	DM88	49
D.mel.CanSChak.fa	BAGGINS	49
D.mel.CanSChak.fa	HELITRON1_DM	49
D.mel.CanSChak.fa	DMRER2DM	49
D.mel.CanSChak.fa	DMAURA	49
D.mel.CanSChak.fa	STALKER	47
D.mel.CanSChak.fa	DMREPG	49
D.mel.CanSChak.fa	DME010298	49
D.mel.CanSChak.fa	DMPOGOR11	49
D.mel.CanSChak.fa	DMIS176	49
D.mel.CanSChak.fa	FROGGER	49
D.mel.CanSChak.fa	ACCORD	49
D.mel.CanSChak.fa	DMIFACA	49
D.mel.CanSChak.fa	Q	5
D.mel.CanSChak.fa	DMZAM	47
D.mel.CanSChak.fa	IVK	49
D.mel.CanSChak.fa	INVADER2	49
D.mel.CanSChak.fa	DIVER2	49
D.mel.CanSChak.fa	FW3	49
D.mel.CanSChak.fa	GYPSY6	49
D.mel.CanSChak.fa	DOC2	49
D.mel.CanSChak.fa	GYPSY8	42
D.mel.CanSChak.fa	GYPSY7	48
D.mel.CanSChak.fa	G7	48
D.mel.CanSChak.fa	DOC5	49
D.mel.CanSChak.fa	GYPSY10	49
D.mel.CanSChak.fa	QBERT	48
D.mel.CanSChak.fa	G5_DM	49
D.mel.CanSChak.fa	GYPSY3	47
D.mel.CanSChak.fa	GYPSY12	49
D.mel.CanSChak.fa	ROOA_LTR	48
D.mel.CanSChak.fa	INVADER6	49
D.mel.CanSChak.fa	DMBARI1	49
D.mel.CanSChak.fa	LOOPER1_DM	48
D.mel.CanSChak.fa	TRANSIB2	49
D.mel.CanSChak.fa	AF222049	49
D.mel.CanSChak.fa	DM_ROO	49
D.mel.CanSChak.fa	STALKER2	49
D.mel.CanSChak.fa	DMTNFB	49
D.mel.CanSChak.fa	DMMDG3	49
D.mel.CanSChak.fa	Beagle	49
D.mel.CanSChak.fa	DMRTMGD1	49
D.mel.CanSChak.fa	ROVER	49
D.mel.CanSChak.fa	DMCOPIA	49
D.mel.CanSChak.fa	FB	13
D.mel.CanSChak.fa	DMLINEJA	49
D.mel.CanSChak.fa	DMBLPP	49
D.mel.CanSChak.fa	DM33463	49
D.mel.CanSChak.fa	DMU89994	49
D.mel.CanSChak.fa	AY561850	33
D.mel.CanSChak.fa	HOPPER2	49
D.mel.CanSChak.fa	HEL	49
D.mel.CanSChak.fa	GTWIN	49
D.mel.CanSChak.fa	DMCR1A	49
D.mel.CanSChak.fa	TIRANT	42
D.mel.CanSChak.fa	DMTHB1	49
D.mel.CanSChak.fa	G6_DM	49
D.mel.CanSChak.fa	TRANSIB1	49
D.mel.CanSChak.fa	G3	48
D.mel.CanSChak.fa	R1-2	49
D.mel.CanSChak.fa	TARTC	35
D.mel.CanSChak.fa	DMTN1731	49
D.mel.CanSChak.fa	RT1C	49
D.mel.CanSChak.fa	S2	49
D.mel.CanSChak.fa	G5A	49
D.mel.CanSChak.fa	INVADER4	49
D.mel.CanSChak.fa	ROXELEMENT	49
D.mel.CanSChak.fa	DMW1DOC	49
D.mel.CanSChak.fa	DME487856	49
D.mel.CanSChak.fa	GYPSY2	48
D.mel.CanSChak.fa	DMTOM1_LTR	49
D.mel.CanSChak.fa	GYPSY9	25
D.mel.CanSChak.fa	BS3	49
D.mel.CanSChak.fa	INVADER	49
D.mel.CanSChak.fa	GYPSY4	49
D.mel.CanSChak.fa	1360	49
D.mel.CanSChak.fa	DOC3	49
D.mel.CanSChak.fa	DOC4	49
D.mel.CanSChak.fa	GYPSY11	48
D.mel.CanSChak.fa	OSV	49
D.mel.CanSChak.fa	DMIS297	49
D.mel.CanSChak.fa	G4_DM	49
D.mel.CanSChak.fa	McCLINTOCK	49
D.mel.CanSChak.fa	TRANSIB4	49
D.mel.CanSChak.fa	FW2	49
D.mel.CanSChak.fa	BS4	49
D.mel.CanSChak.fa	TC3	49
D.mel.CanSChak.fa	DM23420	49
D.mel.CanSChak.fa	TABOR	49
D.mel.CanSChak.fa	G2	49
D.mel.CanSChak.fa	JUAN	49
D.mel.CanSChak.fa	OPUS	49
D.mel.CanSChak.fa	DMTRDNA	49
D.mel.CanSChak.fa	BS	49
D.mel.CanSChak.fa	QUASIMODO	49
D.mel.CanSChak.fa	F	49
D.mel.CanSChak.fa	412	49
D.mel.CanSChak.fa	SPRINGER	49
D.mel.CanSChak.fa	INE1	49
D.mel.CanSChak.fa	TC1-2	49
D.mel.CanSChak.fa	AF541951	49
D.mel.CanSChak.fa	JOCKEY2	49
D.mel.CanSChak.fa	DM14101	28
D.mel.CanSChak.fa	DMRER1DM	49
D.mel.CanSChak.fa	CIRC	49
D.mel.CanSChak.fa	DM06920	49
D.mel.CanSChak.fa	TAHRE	49
D.mel.CanSChak.fa	INVADER3	49
D.mel.CanSChak.fa	STALKER3	49
D.mel.CanSChak.fa	DMDM11	49
D.mel.CanSChak.fa	STALKER4	49
D.mel.COR014.fa	AY561850	33
D.mel.COR014.fa	DM06920	49
D.mel.COR014.fa	TARTC	35
D.mel.COR014.fa	Beagle	49
D.mel.COR014.fa	DMBARI1	49
D.mel.COR014.fa	JUAN	49
D.mel.COR014.fa	DMMDG3	49
D.mel.COR014.fa	DMTRDNA	49
D.mel.COR014.fa	DMLINEJA	49
D.mel.COR014.fa	DM23420	49
D.mel.COR014.fa	Beagle2	49
D.mel.COR014.fa	TABOR	49
D.mel.COR014.fa	STALKER3	49
D.mel.COR014.fa	DMIS176	49
D.mel.COR014.fa	STALKER4	49
D.mel.COR014.fa	INVADER3	49
D.mel.COR014.fa	INVADER5	48
D.mel.COR014.fa	TRANSIB3	49
D.mel.COR014.fa	TC1	49
D.mel.COR014.fa	DM88	49
D.mel.COR014.fa	BAGGINS	49
D.mel.COR014.fa	HELITRON1_DM	49
D.mel.COR014.fa	DMDM11	49
D.mel.COR014.fa	INVADER	49
D.mel.COR014.fa	DMAURA	49
D.mel.COR014.fa	BLOOD	49
D.mel.COR014.fa	STALKER	47
D.mel.COR014.fa	CIRC	49
D.mel.COR014.fa	DME010298	49
D.mel.COR014.fa	DMREPG	49
D.mel.COR014.fa	AF222049	49
D.mel.COR014.fa	DMIS297	49
D.mel.COR014.fa	McCLINTOCK	49
D.mel.COR014.fa	F	49
D.mel.COR014.fa	GTWIN	49
D.mel.COR014.fa	FROGGER	49
D.mel.COR014.fa	SPRINGER	49
D.mel.COR014.fa	DMGYPF1A	49
D.mel.COR014.fa	ACCORD	49
D.mel.COR014.fa	GYPSY12	49
D.mel.COR014.fa	DMZAM	47
D.mel.COR014.fa	Q	5
D.mel.COR014.fa	MARINER2	49
D.mel.COR014.fa	DME487856	49
D.mel.COR014.fa	INVADER2	49
D.mel.COR014.fa	GYPSY6	49
D.mel.COR014.fa	FW3	49
D.mel.COR014.fa	DOC4	49
D.mel.COR014.fa	DIVER2	49
D.mel.COR014.fa	GYPSY8	42
D.mel.COR014.fa	GYPSY7	48
D.mel.COR014.fa	G7	48
D.mel.COR014.fa	GYPSY10	49
D.mel.COR014.fa	QBERT	48
D.mel.COR014.fa	GYPSY3	47
D.mel.COR014.fa	DMBLPP	49
D.mel.COR014.fa	INVADER6	49
D.mel.COR014.fa	LOOPER1_DM	48
D.mel.COR014.fa	G6_DM	49
D.mel.COR014.fa	DMW1DOC	49
D.mel.COR014.fa	DME9736	49
D.mel.COR014.fa	412	49
D.mel.COR014.fa	DM_ROO	49
D.mel.COR014.fa	DMRTMGD1	49
D.mel.COR014.fa	Tinker	49
D.mel.COR014.fa	STALKER2	49
D.mel.COR014.fa	OPUS	49
D.mel.COR014.fa	DMTNFB	49
D.mel.COR014.fa	ROVER	49
D.mel.COR014.fa	DMU89994	49
D.mel.COR014.fa	HOPPER2	49
D.mel.COR014.fa	DMIFACA	49
D.mel.COR014.fa	FB	13
D.mel.COR014.fa	IVK	49
D.mel.COR014.fa	RT1B	49
D.mel.COR014.fa	HEL	49
D.mel.COR014.fa	ROXELEMENT	49
D.mel.COR014.fa	DMTHB1	49
D.mel.COR014.fa	TRANSIB1	49
D.mel.COR014.fa	G3	48
D.mel.COR014.fa	DOC5	49
D.mel.COR014.fa	TRANSIB2	49
D.mel.COR014.fa	R1-2	49
D.mel.COR014.fa	DMTN1731	49
D.mel.COR014.fa	GYPSY5	45
D.mel.COR014.fa	INVADER4	49
D.mel.COR014.fa	RT1C	49
D.mel.COR014.fa	S2	49
D.mel.COR014.fa	G5A	49
D.mel.COR014.fa	TIRANT	42
D.mel.COR014.fa	TRANSIB4	49
D.mel.COR014.fa	G2	49
D.mel.COR014.fa	GYPSY2	48
D.mel.COR014.fa	DOC2	49
D.mel.COR014.fa	DMTOM1_LTR	49
D.mel.COR014.fa	GYPSY9	25
D.mel.COR014.fa	BS3	49
D.mel.COR014.fa	GYPSY4	49
D.mel.COR014.fa	DMCR1A	49
D.mel.COR014.fa	1360	49
D.mel.COR014.fa	DMPOGOR11	49
D.mel.COR014.fa	DOC3	49
D.mel.COR014.fa	GYPSY11	48
D.mel.COR014.fa	OSV	49
D.mel.COR014.fa	ROOA_LTR	48
D.mel.COR014.fa	G4_DM	49
D.mel.COR014.fa	FW2	49
D.mel.COR014.fa	BS4	49
D.mel.COR014.fa	DM33463	49
D.mel.COR014.fa	TC3	49
D.mel.COR014.fa	G5_DM	49
D.mel.COR014.fa	QUASIMODO	49
D.mel.COR014.fa	DMCOPIA	49
D.mel.COR014.fa	PPI251	28
D.mel.COR014.fa	DMHFL1	41
D.mel.COR014.fa	BS	49
D.mel.COR014.fa	DME278684	49
D.mel.COR014.fa	INE1	49
D.mel.COR014.fa	TC1-2	49
D.mel.COR014.fa	AF541951	49
D.mel.COR014.fa	JOCKEY2	49
D.mel.COR014.fa	DM14101	28
D.mel.COR014.fa	TAHRE	49
D.mel.COR014.fa	DMRER1DM	49
D.mel.COR014.fa	DMRER2DM	49
D.mel.COR018.fa	TARTC	35
D.mel.COR018.fa	DM14101	28
D.mel.COR018.fa	DM06920	49
D.mel.COR018.fa	TAHRE	49
D.mel.COR018.fa	AY561850	33
D.mel.COR018.fa	DMRTMGD1	49
D.mel.COR018.fa	DMTNFB	49
D.mel.COR018.fa	DMBARI1	49
D.mel.COR018.fa	DMIFACA	49
D.mel.COR018.fa	BS	49
D.mel.COR018.fa	DME010298	49
D.mel.COR018.fa	QUASIMODO	49
D.mel.COR018.fa	DMW1DOC	49
D.mel.COR018.fa	DMTRDNA	49
D.mel.COR018.fa	GTWIN	49
D.mel.COR018.fa	GYPSY5	45
D.mel.COR018.fa	McCLINTOCK	49
D.mel.COR018.fa	STALKER3	49
D.mel.COR018.fa	DME487856	49
D.mel.COR018.fa	G6_DM	49
D.mel.COR018.fa	INVADER	49
D.mel.COR018.fa	INVADER5	48
D.mel.COR018.fa	TRANSIB3	49
D.mel.COR018.fa	DM88	49
D.mel.COR018.fa	BAGGINS	49
D.mel.COR018.fa	HELITRON1_DM	49
D.mel.COR018.fa	DM23420	49
D.mel.COR018.fa	CIRC	49
D.mel.COR018.fa	DMAURA	49
D.mel.COR018.fa	AF222049	49
D.mel.COR018.fa	STALKER	47
D.mel.COR018.fa	DMRER1DM	49
